i,n_cfs,validity,proximity,sparsity,diversity,plausibility,actionability,wrong_dir_violations,immutable_violations
46,5,1.0,0.9660606060606061,0.05714285714285714,5.44,4.077048215486497,1.0,0.0,0.0
47,5,0.6,0.983939393939394,0.06666666666666667,9.72,3.3342214515782054,1.0,0.0,0.0
48,5,0.8,0.5563636363636364,0.08571428571428572,6.840000000000001,4.597739290752816,1.0,0.0,0.0
49,5,0.8,1.7018181818181817,0.05714285714285714,24.699999999999996,7.3601004408908155,0.8,0.0,0.0
50,5,0.2,0.6863636363636363,0.047619047619047616,3.6,3.08453634936315,0.8,0.0,0.0
51,5,1.0,1.0854545454545454,0.0761904761904762,13.1,2.9820845588861804,1.0,0.0,0.0
52,5,0.8,1.4163636363636365,0.0761904761904762,15.719999999999999,5.6904797714203,1.0,0.0,0.0
53,5,1.0,1.2684848484848483,0.0761904761904762,9.86,2.760315846544222,1.0,0.0,0.0
54,5,0.6,0.8503030303030303,0.06666666666666667,18.32,4.175582994959049,1.0,0.0,0.0
55,5,1.0,1.2745454545454546,0.09523809523809523,20.599999999999998,5.329260480435284,1.0,0.0,0.0
56,5,0.8,1.8072727272727271,0.06666666666666667,6.160000000000001,2.1834292418114583,1.0,0.0,0.0
57,5,0.8,1.6436363636363638,0.0761904761904762,17.36,4.774590910348656,1.0,0.0,0.0
58,5,0.6,1.2360606060606059,0.06666666666666667,20.18,4.669178717470315,1.0,0.0,0.0
59,5,0.4,1.066060606060606,0.06666666666666667,17.36,5.737417837943393,1.0,0.0,0.0
60,5,0.6,1.0654545454545454,0.0761904761904762,25.839999999999996,4.6806730638968075,1.0,0.0,0.0
61,5,1.0,1.1927272727272729,0.06666666666666667,14.36,3.814153145737667,1.0,0.0,0.0
62,5,0.6,1.4933333333333334,0.05714285714285714,23.9,4.28644518403392,1.0,0.0,0.0
63,5,1.0,0.8106060606060606,0.05714285714285714,5.5,3.3842205137318877,1.0,0.0,0.0
64,5,1.0,1.315757575757576,0.05714285714285714,12.9,3.7576818496092397,1.0,0.0,0.0
65,5,1.0,1.4130303030303029,0.0761904761904762,12.319999999999999,3.0709471103925545,1.0,0.0,0.0
66,5,0.6,1.7175757575757575,0.0761904761904762,25.379999999999995,5.489313087432116,1.0,0.0,0.0
67,5,0.6,1.103030303030303,0.05714285714285714,27.54,3.914798756630004,0.8,0.0,0.0
68,5,0.6,0.8157575757575758,0.05714285714285714,11.92,4.801918872811527,1.0,0.0,0.0
69,5,0.8,1.1736363636363636,0.08571428571428572,12.48,2.576682709396697,1.0,0.0,0.0
70,5,0.8,1.3084848484848484,0.0761904761904762,11.819999999999999,4.217149272162235,1.0,0.0,0.0
71,5,1.0,1.221818181818182,0.05714285714285714,3.7600000000000007,2.5409081923602663,1.0,0.0,0.0
72,5,1.0,1.4330303030303029,0.0761904761904762,31.659999999999997,5.572749571392446,1.0,0.0,0.0
73,5,1.0,1.188787878787879,0.0761904761904762,13.100000000000003,4.2192675911061155,1.0,0.0,0.0
74,5,1.0,1.993333333333333,0.06666666666666667,46.32,8.953264988900228,1.0,0.0,0.0
75,5,0.6,1.5442424242424242,0.05714285714285714,13.979999999999999,4.596707475294886,1.0,0.0,0.0
76,5,0.4,1.4448484848484848,0.05714285714285714,7.56,2.910082302566547,1.0,0.0,0.0
